Date,Open,High,Low,Close,Volume
2012-12-06,146.98,146.88,146.88,146.88,1
2012-12-05,146.62,146.99,146.99,146.99,1
2012-12-04,147.72,146.66,146.66,146.66,1
2012-12-03,147.65,147.72,147.72,147.72,1
2012-11-30,146.98,147.64,147.64,147.64,1
2012-11-29,145.73,146.98,146.98,146.98,1
2012-11-28,144.94,145.72,145.72,145.72,1
2012-11-27,146.02,144.96,144.96,144.95,1
2012-11-26,147.46,146.02,146.02,146.02,1
2012-11-23,145.34,147.46,147.46,147.46,1
2012-11-21,144.52,145.33,145.33,145.33,1
2012-11-20,144.88,144.52,144.52,144.52,1
2012-11-19,141.59,144.88,144.88,144.88,1
2012-11-16,142.42,141.59,141.59,141.59,1
2012-11-15,144.0,142.45,142.45,142.45,1
2012-11-14,145.06,143.99,143.99,143.99,1
2012-11-13,145.0,145.05,145.05,145.05,1
2012-11-09,143.69,144.32,144.32,144.32,1
2012-11-08,145.14,143.71,143.71,143.71,1
2012-11-07,149.19,145.24,145.24,145.24,1
2012-11-06,149.21,149.24,149.24,149.24,1
2012-11-05,149.71,149.2,149.2,149.2,1
2012-11-02,150.76,149.72,149.72,149.72,1
2012-11-01,148.95,150.75,150.75,150.75,1
2012-10-31,149.17,148.95,148.95,148.95,1
2012-10-26,148.4,149.16,149.16,149.16,1
2012-10-25,148.91,148.42,148.42,148.42,1
2012-10-24,149.19,148.91,148.91,148.91,1
2012-10-23,150.7,149.2,149.2,149.2,1
2012-10-22,151.4,150.72,150.72,150.72,1
2012-10-19,154.05,151.4,151.4,151.4,1
2012-10-18,152.16,154.05,154.05,154.05,1
2012-10-17,150.68,152.16,152.16,152.16,1
2012-10-16,150.69,150.68,150.68,150.68,1
2012-10-15,151.63,150.69,150.69,150.69,1
2012-10-12,153.59,151.62,151.62,151.62,1
2012-10-11,155.08,153.59,153.59,153.59,1
2012-10-10,155.66,155.06,155.06,155.06,1
2012-10-09,157.66,155.66,155.66,155.66,1
2012-10-05,158.4,158.82,158.82,158.82,1
